# 1 Threshold
# 2 foundQuasars/Quasars
# 3 foundWD/WD
# 4 foundStars/Stars
# 5 Number of Quasars in test set
# 6 Number of WD in test set
# 7 Number of Stars in test set
# 8 Quasars outside Threshold
# 9 WD outside Threshold
# 10 Stars outside Threshold
# 11 fraction of data that remains after thresholding.
# 12 Number of correct id's
# 13 Number of wrong id's
# 14 Fraction of correct id's correct/(correct+wrong)
# 15 Number of quasars identified as quasars
# 16 Number of WD identified as quasars
# 17 Number of Stars identified as quasars
# 18 Number of quasars identified as WD
# 19 Number of WD identified as WD
# 20 Number of Stars identified as WD
# 21 Number of quasars identified as Stars
# 22 Number of WD identified as Stars
# 23 Number of Stars identified as Stars


0.7 0.964156637729 0.737481481481 1.00487203737 26839 3375 69786 675 605 228 0.98492 97338 1154 0.98828331235 25522 293 62 5 2402 82 637 75 69414 
0.71 0.962778046872 0.73362962963 1.00452812885 26839 3375 69786 707 635 240 0.98418 97292 1126 0.988559003434 25500 279 61 5 2389 82 627 72 69403 
0.72 0.961138641529 0.728296296296 1.00418422033 26839 3375 69786 749 661 258 0.98332 97229 1103 0.988782898751 25467 269 60 4 2374 80 619 71 69388 
0.73 0.959387458549 0.724148148148 1.00369701659 26839 3375 69786 807 682 274 0.98237 97161 1076 0.98904689679 25426 264 59 4 2361 79 602 68 69374 
0.74 0.957710793994 0.719703703704 1.00332444903 26839 3375 69786 854 708 287 0.98151 97099 1052 0.989281820868 25389 257 58 4 2347 78 592 63 69363 
0.75 0.955810574164 0.714666666667 1.0029088929 26839 3375 69786 906 736 304 0.98054 97027 1027 0.989526179452 25349 248 56 4 2330 78 580 61 69348 
0.76 0.953649539849 0.710814814815 1.00239303012 26839 3375 69786 965 759 329 0.97947 96944 1003 0.989759768038 25301 241 53 4 2317 78 569 58 69326 
0.77 0.951451246321 0.707851851852 1.00192015591 26839 3375 69786 1027 780 348 0.97845 96870 975 0.99003525985 25253 231 52 4 2308 77 555 56 69309 
0.78 0.94921569358 0.704888888889 1.00133264552 26839 3375 69786 1094 805 367 0.97734 96796 938 0.990402521129 25205 220 51 4 2299 76 536 51 69292 
0.79 0.946793844778 0.70162962963 1.00068781704 26839 3375 69786 1163 830 394 0.97613 96709 904 0.990738938461 25153 208 50 4 2289 75 519 48 69267 
0.8 0.944483773613 0.695407407407 1.00002865904 26839 3375 69786 1230 856 430 0.97484 96603 881 0.990962619507 25097 205 47 4 2270 73 508 44 69236 
0.81 0.942099184023 0.692740740741 0.999398160089 26839 3375 69786 1294 875 464 0.97367 96504 863 0.991136627399 25041 197 47 4 2261 73 500 42 69202 
0.82 0.939602816796 0.687407407407 0.998452411658 26839 3375 69786 1369 900 515 0.97216 96386 830 0.991462310731 24983 189 46 4 2247 69 483 39 69156 
0.83 0.937069190357 0.683555555556 0.997664287966 26839 3375 69786 1441 918 561 0.9708 96271 809 0.991666666667 24922 183 45 4 2236 67 472 38 69113 
0.84 0.933715861247 0.680888888889 0.996618232883 26839 3375 69786 1530 936 626 0.96908 96121 787 0.991878895447 24843 174 43 3 2228 67 463 37 69050 
0.85 0.929803643951 0.676740740741 0.995557848279 26839 3375 69786 1632 967 686 0.96715 95958 757 0.992172879078 24754 158 43 3 2214 67 450 36 68990 
0.86 0.925854167443 0.673185185185 0.994282520849 26839 3375 69786 1742 990 760 0.96508 95778 730 0.99243586024 24659 148 42 3 2202 67 435 35 68917 
0.87 0.922202764634 0.666962962963 0.993035852463 26839 3375 69786 1843 1020 835 0.96302 95602 700 0.992731199767 24574 138 39 3 2182 66 419 35 68846 
0.88 0.917321807817 0.661925925926 0.991588570774 26839 3375 69786 1980 1047 920 0.96053 95385 668 0.993045506127 24455 130 35 3 2165 66 401 33 68765 
0.89 0.912254554939 0.654814814815 0.989582437738 26839 3375 69786 2131 1075 1041 0.95753 95118 635 0.993368353994 24325 126 33 3 2144 63 380 30 68649 
0.9 0.906330340177 0.646814814815 0.987647952311 26839 3375 69786 2300 1112 1156 0.95432 94829 603 0.993681364741 24175 117 33 2 2119 62 362 27 68535 
0.91 0.898692201647 0.637925925926 0.9849969908 26839 3375 69786 2506 1156 1326 0.95012 94441 571 0.993990232813 23983 106 31 2 2090 61 348 23 68368 
0.92 0.889712731473 0.630814814815 0.981672541771 26839 3375 69786 2773 1186 1526 0.94515 93988 527 0.994424165476 23749 100 30 2 2068 59 315 21 68171 
0.93 0.880845038936 0.618074074074 0.977760582352 26839 3375 69786 3014 1234 1791 0.93961 93462 499 0.99468928598 23522 93 26 1 2028 57 302 20 67912 
0.94 0.867319944856 0.61037037037 0.972573295503 26839 3375 69786 3397 1263 2130 0.9321 92741 469 0.994968351035 23163 90 25 1 2003 56 278 19 67575 
0.95 0.850702336153 0.599111111111 0.965709454618 26839 3375 69786 3852 1314 2587 0.92247 91824 423 0.995414485024 22733 80 19 1 1966 55 253 15 67125 
0.96 0.830656879914 0.580740740741 0.955220244748 26839 3375 69786 4409 1383 3293 0.90915 90534 381 0.995809272397 22206 74 14 1 1904 55 223 14 66424 
0.97 0.804798986549 0.556740740741 0.941664517238 26839 3375 69786 5132 1470 4204 0.89194 88870 324 0.996367468664 21524 66 10 1 1826 52 182 13 65520 
0.98 0.769961623011 0.52237037037 0.919324792938 26839 3375 69786 6087 1595 5734 0.86584 86320 264 0.996950937818 20606 52 7 0 1716 47 146 12 63998 
0.99 0.716941763851 0.459555555556 0.875533774683 26839 3375 69786 7538 1818 8751 0.81893 81711 182 0.997777587828 19204 33 5 0 1514 37 97 10 60993 
0.991 0.710309624055 0.449185185185 0.86783882154 26839 3375 69786 7718 1856 9283 0.81143 80973 170 0.997904933266 19029 30 5 0 1481 35 92 8 60463 
0.992 0.70147919073 0.436148148148 0.858954518098 26839 3375 69786 7962 1899 9897 0.80242 80089 153 0.998093267865 18795 29 3 0 1440 32 82 7 59854 
0.993 0.691381944186 0.424296296296 0.849267761442 26839 3375 69786 8235 1942 10568 0.79255 79113 142 0.998208314933 18528 25 3 0 1401 31 76 7 59184 
0.994 0.68046499497 0.408 0.83688705471 26839 3375 69786 8534 1998 11425 0.78043 77909 134 0.998282997835 18236 24 3 0 1346 31 69 7 58327 
0.995 0.668281232535 0.386074074074 0.821654773164 26839 3375 69786 8868 2073 12480 0.76579 76459 120 0.998432990768 17912 22 2 0 1273 30 59 7 57274 
0.996 0.652632363352 0.357037037037 0.80081964864 26839 3375 69786 9296 2171 13926 0.74607 74509 98 0.998686450333 17497 18 1 0 1179 26 46 7 55833 
0.997 0.634002757182 0.327703703704 0.773966125011 26839 3375 69786 9800 2268 15798 0.72134 72048 86 0.99880777442 16999 16 1 0 1084 22 40 7 53965 
0.998 0.609709750736 0.278814814815 0.728914108847 26839 3375 69786 10462 2434 18931 0.68173 68104 69 0.998987869098 16349 14 1 0 921 20 28 6 50834 
0.999 0.569991430381 0.196740740741 0.645172384146 26839 3375 69786 11541 2698 24775 0.60986 60950 36 0.999409700587 15284 13 1 0 660 4 14 4 45006 
